Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
08019 Barcelona;0801901 Barcelona distrito 01;0801901016 Barcelona sección 01016;Renta neta media por persona ;2021;9.623
08019 Barcelona;0801901 Barcelona distrito 01;0801901017 Barcelona sección 01017;Renta neta media por persona ;2021;9.048
08019 Barcelona;0801901 Barcelona distrito 01;0801901018 Barcelona sección 01018;Renta neta media por persona ;2021;9.854
08019 Barcelona;0801901 Barcelona distrito 01;0801901019 Barcelona sección 01019;Renta neta media por persona ;2021;9.665
08019 Barcelona;0801901 Barcelona distrito 01;0801901020 Barcelona sección 01020;Renta neta media por persona ;2021;14.725
08019 Barcelona;0801901 Barcelona distrito 01;0801901021 Barcelona sección 01021;Renta neta media por persona ;2021;14.304
08019 Barcelona;0801901 Barcelona distrito 01;0801901022 Barcelona sección 01022;Renta neta media por persona ;2021;15.141
08019 Barcelona;0801901 Barcelona distrito 01;0801901023 Barcelona sección 01023;Renta neta media por persona ;2021;15.038
08019 Barcelona;0801901 Barcelona distrito 01;0801901025 Barcelona sección 01025;Renta neta media por persona ;2021;14.081
08019 Barcelona;0801901 Barcelona distrito 01;0801901026 Barcelona sección 01026;Renta neta media por persona ;2021;14.859
08019 Barcelona;0801901 Barcelona distrito 01;0801901027 Barcelona sección 01027;Renta neta media por persona ;2021;13.379
08019 Barcelona;0801901 Barcelona distrito 01;0801901028 Barcelona sección 01028;Renta neta media por persona ;2021;12.429
08019 Barcelona;0801901 Barcelona distrito 01;0801901029 Barcelona sección 01029;Renta neta media por persona ;2021;11.413
08019 Barcelona;0801901 Barcelona distrito 01;0801901030 Barcelona sección 01030;Renta neta media por persona ;2021;11.300
08019 Barcelona;0801901 Barcelona distrito 01;0801901031 Barcelona sección 01031;Renta neta media por persona ;2021;11.604
08019 Barcelona;0801901 Barcelona distrito 01;0801901032 Barcelona sección 01032;Renta neta media por persona ;2021;15.133
08019 Barcelona;0801901 Barcelona distrito 01;0801901033 Barcelona sección 01033;Renta neta media por persona ;2021;12.890
08019 Barcelona;0801901 Barcelona distrito 01;0801901034 Barcelona sección 01034;Renta neta media por persona ;2021;13.175
08019 Barcelona;0801901 Barcelona distrito 01;0801901035 Barcelona sección 01035;Renta neta media por persona ;2021;12.947
08019 Barcelona;0801901 Barcelona distrito 01;0801901036 Barcelona sección 01036;Renta neta media por persona ;2021;13.476
08019 Barcelona;0801901 Barcelona distrito 01;0801901037 Barcelona sección 01037;Renta neta media por persona ;2021;13.402
08019 Barcelona;0801901 Barcelona distrito 01;0801901038 Barcelona sección 01038;Renta neta media por persona ;2021;12.033
08019 Barcelona;0801901 Barcelona distrito 01;0801901039 Barcelona sección 01039;Renta neta media por persona ;2021;13.289
08019 Barcelona;0801901 Barcelona distrito 01;0801901040 Barcelona sección 01040;Renta neta media por persona ;2021;13.332
08019 Barcelona;0801901 Barcelona distrito 01;0801901041 Barcelona sección 01041;Renta neta media por persona ;2021;11.903
08019 Barcelona;0801901 Barcelona distrito 01;0801901042 Barcelona sección 01042;Renta neta media por persona ;2021;13.567
08019 Barcelona;0801901 Barcelona distrito 01;0801901043 Barcelona sección 01043;Renta neta media por persona ;2021;17.964
08019 Barcelona;0801901 Barcelona distrito 01;0801901044 Barcelona sección 01044;Renta neta media por persona ;2021;16.272
08019 Barcelona;0801901 Barcelona distrito 01;0801901045 Barcelona sección 01045;Renta neta media por persona ;2021;14.198
08019 Barcelona;0801901 Barcelona distrito 01;0801901046 Barcelona sección 01046;Renta neta media por persona ;2021;12.601
08019 Barcelona;0801901 Barcelona distrito 01;0801901047 Barcelona sección 01047;Renta neta media por persona ;2021;13.294
08019 Barcelona;0801901 Barcelona distrito 01;0801901048 Barcelona sección 01048;Renta neta media por persona ;2021;10.784
08019 Barcelona;0801901 Barcelona distrito 01;0801901049 Barcelona sección 01049;Renta neta media por persona ;2021;13.097
08019 Barcelona;0801901 Barcelona distrito 01;0801901050 Barcelona sección 01050;Renta neta media por persona ;2021;13.589
08019 Barcelona;0801901 Barcelona distrito 01;0801901051 Barcelona sección 01051;Renta neta media por persona ;2021;11.908
08019 Barcelona;0801901 Barcelona distrito 01;0801901052 Barcelona sección 01052;Renta neta media por persona ;2021;17.727
08019 Barcelona;0801901 Barcelona distrito 01;0801901053 Barcelona sección 01053;Renta neta media por persona ;2021;12.487
08019 Barcelona;0801901 Barcelona distrito 01;0801901054 Barcelona sección 01054;Renta neta media por persona ;2021;13.563
08019 Barcelona;0801901 Barcelona distrito 01;0801901055 Barcelona sección 01055;Renta neta media por persona ;2021;17.342
08019 Barcelona;0801902 Barcelona distrito 02;;Renta neta media por persona ;2021;19.441
08019 Barcelona;0801902 Barcelona distrito 02;0801902001 Barcelona sección 02001;Renta neta media por persona ;2021;17.360
08019 Barcelona;0801902 Barcelona distrito 02;0801902002 Barcelona sección 02002;Renta neta media por persona ;2021;18.298
08019 Barcelona;0801902 Barcelona distrito 02;0801902003 Barcelona sección 02003;Renta neta media por persona ;2021;20.487
08019 Barcelona;0801902 Barcelona distrito 02;0801902004 Barcelona sección 02004;Renta neta media por persona ;2021;14.770
08019 Barcelona;0801902 Barcelona distrito 02;0801902005 Barcelona sección 02005;Renta neta media por persona ;2021;19.933
08019 Barcelona;0801902 Barcelona distrito 02;0801902006 Barcelona sección 02006;Renta neta media por persona ;2021;20.119
08019 Barcelona;0801902 Barcelona distrito 02;0801902007 Barcelona sección 02007;Renta neta media por persona ;2021;20.950
08019 Barcelona;0801902 Barcelona distrito 02;0801902008 Barcelona sección 02008;Renta neta media por persona ;2021;19.176
08019 Barcelona;0801902 Barcelona distrito 02;0801902009 Barcelona sección 02009;Renta neta media por persona ;2021;18.832
08019 Barcelona;0801902 Barcelona distrito 02;0801902010 Barcelona sección 02010;Renta neta media por persona ;2021;17.709
08019 Barcelona;0801902 Barcelona distrito 02;0801902011 Barcelona sección 02011;Renta neta media por persona ;2021;18.661
08019 Barcelona;0801902 Barcelona distrito 02;0801902012 Barcelona sección 02012;Renta neta media por persona ;2021;15.460
08019 Barcelona;0801902 Barcelona distrito 02;0801902013 Barcelona sección 02013;Renta neta media por persona ;2021;16.269
08019 Barcelona;0801902 Barcelona distrito 02;0801902014 Barcelona sección 02014;Renta neta media por persona ;2021;14.867
08019 Barcelona;0801902 Barcelona distrito 02;0801902015 Barcelona sección 02015;Renta neta media por persona ;2021;15.300
08019 Barcelona;0801902 Barcelona distrito 02;0801902016 Barcelona sección 02016;Renta neta media por persona ;2021;19.727
08019 Barcelona;0801902 Barcelona distrito 02;0801902017 Barcelona sección 02017;Renta neta media por persona ;2021;19.271
08019 Barcelona;0801902 Barcelona distrito 02;0801902018 Barcelona sección 02018;Renta neta media por persona ;2021;19.442
08019 Barcelona;0801902 Barcelona distrito 02;0801902019 Barcelona sección 02019;Renta neta media por persona ;2021;18.071
08019 Barcelona;0801902 Barcelona distrito 02;0801902020 Barcelona sección 02020;Renta neta media por persona ;2021;16.179
08019 Barcelona;0801902 Barcelona distrito 02;0801902021 Barcelona sección 02021;Renta neta media por persona ;2021;17.317
08019 Barcelona;0801902 Barcelona distrito 02;0801902022 Barcelona sección 02022;Renta neta media por persona ;2021;17.604
08019 Barcelona;0801902 Barcelona distrito 02;0801902023 Barcelona sección 02023;Renta neta media por persona ;2021;18.726
08019 Barcelona;0801902 Barcelona distrito 02;0801902024 Barcelona sección 02024;Renta neta media por persona ;2021;16.799
08019 Barcelona;0801902 Barcelona distrito 02;0801902025 Barcelona sección 02025;Renta neta media por persona ;2021;17.109
08019 Barcelona;0801902 Barcelona distrito 02;0801902026 Barcelona sección 02026;Renta neta media por persona ;2021;18.083
08019 Barcelona;0801902 Barcelona distrito 02;0801902027 Barcelona sección 02027;Renta neta media por persona ;2021;17.722
08019 Barcelona;0801902 Barcelona distrito 02;0801902028 Barcelona sección 02028;Renta neta media por persona ;2021;17.634
08019 Barcelona;0801902 Barcelona distrito 02;0801902029 Barcelona sección 02029;Renta neta media por persona ;2021;18.484
08019 Barcelona;0801902 Barcelona distrito 02;0801902030 Barcelona sección 02030;Renta neta media por persona ;2021;14.734
08019 Barcelona;0801902 Barcelona distrito 02;0801902031 Barcelona sección 02031;Renta neta media por persona ;2021;18.904
08019 Barcelona;0801902 Barcelona distrito 02;0801902032 Barcelona sección 02032;Renta neta media por persona ;2021;18.104
08019 Barcelona;0801902 Barcelona distrito 02;0801902033 Barcelona sección 02033;Renta neta media por persona ;2021;17.289
08019 Barcelona;0801902 Barcelona distrito 02;0801902034 Barcelona sección 02034;Renta neta media por persona ;2021;15.736
08019 Barcelona;0801902 Barcelona distrito 02;0801902035 Barcelona sección 02035;Renta neta media por persona ;2021;18.096
08019 Barcelona;0801902 Barcelona distrito 02;0801902036 Barcelona sección 02036;Renta neta media por persona ;2021;19.667
08019 Barcelona;0801902 Barcelona distrito 02;0801902037 Barcelona sección 02037;Renta neta media por persona ;2021;19.484
08019 Barcelona;0801902 Barcelona distrito 02;0801902038 Barcelona sección 02038;Renta neta media por persona ;2021;19.996
08019 Barcelona;0801902 Barcelona distrito 02;0801902039 Barcelona sección 02039;Renta neta media por persona ;2021;17.259
08019 Barcelona;0801902 Barcelona distrito 02;0801902040 Barcelona sección 02040;Renta neta media por persona ;2021;15.952
08019 Barcelona;0801902 Barcelona distrito 02;0801902041 Barcelona sección 02041;Renta neta media por persona ;2021;17.755
08019 Barcelona;0801902 Barcelona distrito 02;0801902042 Barcelona sección 02042;Renta neta media por persona ;2021;20.134
08019 Barcelona;0801902 Barcelona distrito 02;0801902043 Barcelona sección 02043;Renta neta media por persona ;2021;18.660
08019 Barcelona;0801902 Barcelona distrito 02;0801902044 Barcelona sección 02044;Renta neta media por persona ;2021;15.721
08019 Barcelona;0801902 Barcelona distrito 02;0801902045 Barcelona sección 02045;Renta neta media por persona ;2021;18.535
08019 Barcelona;0801902 Barcelona distrito 02;0801902046 Barcelona sección 02046;Renta neta media por persona ;2021;16.440
08019 Barcelona;0801902 Barcelona distrito 02;0801902047 Barcelona sección 02047;Renta neta media por persona ;2021;17.138
08019 Barcelona;0801902 Barcelona distrito 02;0801902048 Barcelona sección 02048;Renta neta media por persona ;2021;16.423
08019 Barcelona;0801902 Barcelona distrito 02;0801902049 Barcelona sección 02049;Renta neta media por persona ;2021;16.513
08019 Barcelona;0801902 Barcelona distrito 02;0801902050 Barcelona sección 02050;Renta neta media por persona ;2021;17.613
08019 Barcelona;0801902 Barcelona distrito 02;0801902051 Barcelona sección 02051;Renta neta media por persona ;2021;15.763
08019 Barcelona;0801902 Barcelona distrito 02;0801902052 Barcelona sección 02052;Renta neta media por persona ;2021;18.709
08019 Barcelona;0801902 Barcelona distrito 02;0801902053 Barcelona sección 02053;Renta neta media por persona ;2021;19.165
08019 Barcelona;0801902 Barcelona distrito 02;0801902054 Barcelona sección 02054;Renta neta media por persona ;2021;18.069
08019 Barcelona;0801902 Barcelona distrito 02;0801902055 Barcelona sección 02055;Renta neta media por persona ;2021;18.909
08019 Barcelona;0801902 Barcelona distrito 02;0801902056 Barcelona sección 02056;Renta neta media por persona ;2021;19.330
08019 Barcelona;0801902 Barcelona distrito 02;0801902057 Barcelona sección 02057;Renta neta media por persona ;2021;21.523
08019 Barcelona;0801902 Barcelona distrito 02;0801902058 Barcelona sección 02058;Renta neta media por persona ;2021;21.830
08019 Barcelona;0801902 Barcelona distrito 02;0801902059 Barcelona sección 02059;Renta neta media por persona ;2021;20.727
08019 Barcelona;0801902 Barcelona distrito 02;0801902060 Barcelona sección 02060;Renta neta media por persona ;2021;20.529
08019 Barcelona;0801902 Barcelona distrito 02;0801902061 Barcelona sección 02061;Renta neta media por persona ;2021;19.310
08019 Barcelona;0801902 Barcelona distrito 02;0801902062 Barcelona sección 02062;Renta neta media por persona ;2021;22.087
08019 Barcelona;0801902 Barcelona distrito 02;0801902063 Barcelona sección 02063;Renta neta media por persona ;2021;26.639
08019 Barcelona;0801902 Barcelona distrito 02;0801902064 Barcelona sección 02064;Renta neta media por persona ;2021;24.745
08019 Barcelona;0801902 Barcelona distrito 02;0801902065 Barcelona sección 02065;Renta neta media por persona ;2021;20.403
08019 Barcelona;0801902 Barcelona distrito 02;0801902066 Barcelona sección 02066;Renta neta media por persona ;2021;19.980
08019 Barcelona;0801902 Barcelona distrito 02;0801902067 Barcelona sección 02067;Renta neta media por persona ;2021;17.865
08019 Barcelona;0801902 Barcelona distrito 02;0801902068 Barcelona sección 02068;Renta neta media por persona ;2021;18.113
08019 Barcelona;0801902 Barcelona distrito 02;0801902069 Barcelona sección 02069;Renta neta media por persona ;2021;21.546
08019 Barcelona;0801902 Barcelona distrito 02;0801902070 Barcelona sección 02070;Renta neta media por persona ;2021;23.478
08019 Barcelona;0801902 Barcelona distrito 02;0801902071 Barcelona sección 02071;Renta neta media por persona ;2021;23.431
08019 Barcelona;0801902 Barcelona distrito 02;0801902072 Barcelona sección 02072;Renta neta media por persona ;2021;25.710
08019 Barcelona;0801902 Barcelona distrito 02;0801902073 Barcelona sección 02073;Renta neta media por persona ;2021;22.981
08019 Barcelona;0801902 Barcelona distrito 02;0801902074 Barcelona sección 02074;Renta neta media por persona ;2021;22.346
08019 Barcelona;0801902 Barcelona distrito 02;0801902075 Barcelona sección 02075;Renta neta media por persona ;2021;21.690
08019 Barcelona;0801902 Barcelona distrito 02;0801902076 Barcelona sección 02076;Renta neta media por persona ;2021;23.065
08019 Barcelona;0801902 Barcelona distrito 02;0801902077 Barcelona sección 02077;Renta neta media por persona ;2021;20.255
08019 Barcelona;0801902 Barcelona distrito 02;0801902078 Barcelona sección 02078;Renta neta media por persona ;2021;22.793
